tipo de material,codigo,nombre,pkg
CABLE,WHL0125180,HL-HLF CA 1.25 B/Gr,700
CABLE,WHL0125800,HL-HLF CA 1.25 Gr,700
CABLE,WHL0125J00,HL-HLF CA 1.25 DGr,700
CABLE,WLK0150100,FLRY-B 1.50 BK,1
CABLE,WPJ1000H00,TBC 10.0 SV (????),200
CABLE,WPJ1500H00,TPC 15.0SQ  SILVER,200
CABLE,WSH21-22000,AESSXF SLD 0.50 W,300
CABLE,WSH21-23000,AESSXF SLD 0.50 R,300
CABLE,WSH21-24000,AESSXF-BS 0.5 G,300
CABLE,WSH21-27000,AESSXF-BS 0.5 L,300
CABLE,WSH21-32000,AESSXF BS 0.75 W,500
CABLE,WSH21-33000,AESSXF BS 0.75 R,500
CABLE,WSH21-34000,AESSXF BS 0.75 G,500
CABLE,WSH21-3F000,AESSXF BS 0.75 P,300
CABLE,WSH21-41000,AESSXF SLDX 1.25 B,300
CABLE,WSH21-42000,AESSXF SLD 1.25 W,300
CABLE,WSH21-43000,AESSXF SLD 1.25 R,300
CABLE,WSH21-44000,AESSXF SLD1.25 G,300
CABLE,WSH22-11300,AESSXF BS 2*0.3,300
CABLE,WSH22-21300,AESSXF BS 2*0.5 B/R,300
CABLE,WSH22-22400,AESSXF BS 2*0.5 W/G,300
CABLE,WSH23-S1250,AESSXF BS 3*0.75 B/W/Y,300
CABLE,WSH24-21234,AESSXF SLD4 0.5 B/W/R/G,200
CABLE,WSH24-S1234,AESSXF SLD4 0.75 B/W/R/G,200
CABLE,WSH42-11300,"AVSS BS 2*0.3  B,R",500
CABLE,WSH42-12400,AVSS BS 2*0.3 W/G,500
CABLE,WSH42-17A00,"AVSS-BS 2*0.3 L,O",500
CABLE,WSH43-11250,AVSS BS 3*0.3 B/W/Y,300
CABLE,WSHAP8-10000,FLRYBY 4P*0.35,200
CABLE,WSHAQ5-10000,"FLR9YB9Y 5*0.35 B(W,G,R,BR,L)",300
CABLE,WSHAQ8-10000,"FLR9YB9Y 8*0.35 B(L,BR)(Y,P)(W",200
CABLE,WSS0030100,AVSS 0.3 B,4000
CABLE,WSS0030120,AVSS 0.3 B/W,4000
CABLE,WSS0030130,AVSS 0.3 B/R,4000
CABLE,WSS0030150,AVSS 0.3 B/Y,4000
CABLE,WSS0030170,AVSS 0.3 B/L,4000
CABLE,WSS00301A0,AVSS 0.3 B/O,4000
CABLE,WSS00301F0,AVSS 0.3 B/P,4000
CABLE,WSS0030200,AVSS 0.3 W,4000
CABLE,WSS0030210,AVSS 0.3 W/B,4000
CABLE,WSS0030240,AVSS 0.3 W/G,4000
CABLE,WSS0030270,AVSS 0.3 W/L,4000
CABLE,WSS00302A0,AVSS 0.3 W/O,4000
CABLE,WSS0030300,AVSS 0.3 R,4000
CABLE,WSS0030310,AVSS 0.3 R/B,4000
CABLE,WSS0030340,AVSS 0.3 R/G,4000
CABLE,WSS0030350,AVSS 0.3 R/Y,4000
CABLE,WSS00303A0,AVSS 0.3 R/O,4000
CABLE,WSS0030400,AVSS 0.3 G,4000
CABLE,WSS0030410,AVSS 0.3 G/B,4000
CABLE,WSS0030420,AVSS 0.3 G/W,4000
CABLE,WSS00304A0,AVSS 0.3 G/O,4000
CABLE,WSS0030500,AVSS 0.3 Y,4000
CABLE,WSS0030510,AVSS 0.3 Y/B,4000
CABLE,WSS0030530,AVSS 0.3 Y/R,4000
CABLE,WSS0030540,AVSS 0.3 Y/G,4000
CABLE,WSS0030570,AVSS 0.3 Y/L,4000
CABLE,WSS00305A0,AVSS 0.3 Y/O,4000
CABLE,WSS0030600,AVSS 0.3 BR,4000
CABLE,WSS0030610,AVSS 0.3 BR/B,4000
CABLE,WSS0030650,AVSS 0.3 Br/Y,4000
CABLE,WSS00306A0,AVSS 0.3 BR/O,4000
CABLE,WSS0030700,AVSS 0.3 L,4000
CABLE,WSS0030710,AVSS 0.3 L/B,4000
CABLE,WSS0030720,AVSS 0.3 L/W,4000
CABLE,WSS0030740,AVSS 0.3 L/G,4000
CABLE,WSS0030750,AVSS 0.3 L/Y,4000
CABLE,WSS00307A0,AVSS 0.3 L/O,4000
CABLE,WSS0030800,AVSS 0.3 GR,4000
CABLE,WSS0030810,AVSS 0.3 GR/B,4000
CABLE,WSS00308A0,AVSS 0.3 GR/O,4000
CABLE,WSS0030930,AVSS 0.3 Lg/R,4000
CABLE,WSS0030950,AVSS 0.3 Lg/Y,4000
CABLE,WSS0030A00,AVSS 0.3 O,4000
CABLE,WSS0030A10,AVSS 0.3 O/B,4000
CABLE,WSS0030E20,AVSS 0.3 T/W,4000
CABLE,WSS0030F00,AVSS 0.3 P,4000
CABLE,WSS0030F10,AVSS 0.3 P/B,4000
CABLE,WSS0030FA0,AVSS 0.3 P/O,12000
CABLE,WSS0050100,AVSS 0.5 B,3000
CABLE,WSS0050120,AVSS 0.5 B/W,3000
CABLE,WSS0050130,AVSS 0.5 B/R,3000
CABLE,WSS0050170,AVSS 0.5 B/L,3000
CABLE,WSS0050190,AVSS 0.5 B/Lg,3000
CABLE,WSS00501A0,AVSS 0.5 B/O,3000
CABLE,WSS00501F0,AVSS 0.5 B/P,3000
CABLE,WSS0050200,AVSS 0.5 W,3000
CABLE,WSS0050250,AVSS 0.5 W/Y,3000
CABLE,WSS0050270,AVSS 0.5 W/L,3000
CABLE,WSS00502A0,AVSS 0.5 W/O,10000
CABLE,WSS0050300,AVSS 0.5 R,3000
CABLE,WSS0050310,AVSS 0.5 R/B,3000
CABLE,WSS0050370,AVSS 0.5 R/L,3000
CABLE,WSS00503A0,AVSS 0.5 R/O,3000
CABLE,WSS0050400,AVSS 0.5 G,3000
CABLE,WSS0050410,AVSS 0.5 G/B,3000
CABLE,WSS0050420,AVSS 0.5 G/W,1000
CABLE,WSS0050430,AVSS 0.5 G/R,3000
CABLE,WSS0050450,AVSS 0.5 G/Y,3000
CABLE,WSS00504A0,AVSS 0.5 G/O,3000
CABLE,WSS0050500,AVSS 0.5 Y,3000
CABLE,WSS0050540,AVSS 0.5 Y/G,3000
CABLE,WSS0050600,AVSS 0.5 BR,3000
CABLE,WSS0050610,AVSS 0.5 BR/B,3000
CABLE,WSS0050650,AVSS 0.5 Br/Y,3000
CABLE,WSS0050700,AVSS 0.5 L,3000
CABLE,WSS0050710,AVSS 0.5 L/B,3000
CABLE,WSS0050720,AVSS 0.5 L/W,3000
CABLE,WSS0050730,AVSS 0.5 L/R,1000
CABLE,WSS00507A0,AVSS 0.5 L/O,3000
CABLE,WSS0050800,AVSS 0.5 GR,3000
CABLE,WSS0050810,AVSS 0.5 GR/B,3000
CABLE,WSS00508A0,AVSS 0.5 GR/O,10000
CABLE,WSS0050900,AVSS 0.5 LG,3000
CABLE,WSS0050930,AVSS 0.5 Lg/R,3000
CABLE,WSS0050950,AVSS 0.5 Lg/Y,3000
CABLE,WSS0050A00,AVSS 0.5 O,3000
CABLE,WSS0050C00,AVSS 0.5 Pp,1000
CABLE,WSS0050F00,AVSS 0.5 P,3000
CABLE,WSS0050F10,AVSS 0.5 P/B,1800
CABLE,WSS0050F70,AVSS 0.5 P/L,3000
CABLE,WSS0050FA0,AVSS 0.5 P/O,1000
CABLE,WSS0085100,AVSS 0.85 B,2000
CABLE,WSS0085120,AVSS 0.85 B/W,943
CABLE,WSS0085200,AVSS 0.85 W,2000
CABLE,WSS0085300,AVSS 0.85 R,2000
CABLE,WSS0085400,AVSS 0.85 G,2000
CABLE,WSS0085410,AVSS 0.85 G/B,1000
CABLE,WSS0085420,AVSS 0.85 G/W,2000
CABLE,WSS0085450,AVSS 0.85 G/Y,832
CABLE,WSS0085500,AVSS 0.85 Y,2000
CABLE,WSS0085520,AVSS 0.85 Y/W,635
CABLE,WSS0085600,AVSS 0.85 BR,2000
CABLE,WSS0085640,AVSS 0.85 Br/G,2000
CABLE,WSS00856A0,AVSS 0.85 Br/O,1000
CABLE,WSS0085700,AVSS 0.85 L,2000
CABLE,WSS0085730,AVSS 0.85 L/R,2000
CABLE,WSS0085750,AVSS 0.85 L/Y,2000
CABLE,WSS00857A0,AVSS 0.85 L/O,1000
CABLE,WSS0085800,AVSS 0.85 GR,2000
CABLE,WSS0085810,AVSS 0.85 Gr/B,1000
CABLE,WSS00858A0,AVSS 0.85 GR/O,2000
CABLE,WSS0085900,AVSS 0.85 LG,1000
CABLE,WSS0085950,AVSS 0.85 LG/Y,2000
CABLE,WSS0085A00,AVSS 0.85 O,2000
CABLE,WSS0085D10,AVSS 0.85 S/B,2000
CABLE,WSS0085F00,AVSS 0.85 P,2000
CABLE,WSS0085F70,AVSS 0.85 P/L,2000
CABLE,WSS0125100,AVSS 1.25 B,1500
CABLE,WSS0125200,AVSS 1.25 W,1500
CABLE,WSS0125270,AVSS 1.25 W/L,1500
CABLE,WSS0125300,AVSS 1.25 R,1500
CABLE,WSS0125310,AVSS 1.25 R/B,1500
CABLE,WSS0125360,AVSS 1.25 R/Br,665
CABLE,WSS0125370,AVSS 1.25 R/L,1500
CABLE,WSS0125400,AVSS 1.25 G,1500
CABLE,WSS0125420,AVSS 1.25 G/W,686
CABLE,WSS0125470,AVSS 1.25 G/L,1500
CABLE,WSS01254A0,AVSS 1.25 G/O,1500
CABLE,WSS0125500,AVSS 1.25 Y,1500
CABLE,WSS0125510,AVSS 1.25 Y/B,1500
CABLE,WSS0125520,AVSS 1.25 Y/W,679
CABLE,WSS0125540,AVSS 1.25 Y/G,658
CABLE,WSS0125570,AVSS 1.25 Y/L,700
CABLE,WSS0125600,AVSS 1.25 BR,1500
CABLE,WSS0125610,AVSS 1.25 Br/B,1500
CABLE,WSS0125700,AVSS 1.25 L,1500
CABLE,WSS0125720,AVSS 1.25 L/W,1500
CABLE,WSS0125800,AVSS 1.25 GR,1500
CABLE,WSS0125A00,AVSS 1.25 O,1500
CABLE,WSS0125A10,AVSS 1.25 O/B,499
CABLE,WSS0125F00,AVSS 1.25 P,1500
CABLE,WSS0200100,AVSS 2.0 B,3000
CABLE,WSS0200200,AVSS 2.0 W,3000
CABLE,WSS0200300,AVSS 2.0 R,3000
CABLE,WSS0200400,AVSS 2.0 G,3000
CABLE,WSS0200500,AVSS 2.0 Y,3000
CABLE,WSS0200800,AVSS 2.0 Gr,3000
CABLE,WSS0200A00,AVSS 2.0 O,3000
CABLE,WSX0030100,AVSSXF 0.3 B,12000
CABLE,WSX00301A0,AVSSXF 0.3 B/O,12000
CABLE,WSX0030200,AVSSXF 0.3 W,12000
CABLE,WSX0030300,AVSSXF 0.3 R,12000
CABLE,WSX0030400,AVSSXF 0.3 G,12000
CABLE,WSX00304A0,AVSSXF 0.3 GO,12000
CABLE,WSX0030500,AVSSXF 0.3 Y,12000
CABLE,WSX00305A0,AVSSXF 0.30 Y/O,12000
CABLE,WSX0030600,AVSSXF 0.3 BR,12000
CABLE,WSX0030610,AVSSXF 0.3 BRB,12000
CABLE,WSX00306A0,AVSSXF 0.3 BRO,12000
CABLE,WSX0030700,AVSSXF 0.3 L,12000
CABLE,WSX0030710,AVSSXF 0.3 L/B,12000
CABLE,WSX00307A0,AVSSXF 0.3 L/O,12000
CABLE,WSX0030800,AVSSXF 0.3 GR,12000
CABLE,WSX0030810,AVSS-XF 0.3 Gr/B,12000
CABLE,WSX0030A00,AVSSXF 0.3 O,12000
CABLE,WSX0030A10,AVSSXF 0.3 O/B,12000
CABLE,WSX0030F00,AVSSXF 0.3 P,12000
CABLE,WSX0030F10,AVSSXF 0.3 PB,12000
CABLE,WSX0050100,AVSSXF 0.5 B,8000
CABLE,WSX0050130,AVSSXF 0.5 B/R,8000
CABLE,WSX0050150,AVSSXF 0.5 B/Y,8000
CABLE,WSX00501A0,AVSSXF 0.5 B/O,8000
CABLE,WSX0050200,AVSSXF 0.5 W,8000
CABLE,WSX0050270,AVSSXF 0.5 W/L,8000
CABLE,WSX00502A0,AVSSXF 0.5 W/O,8000
CABLE,WSX0050300,AVSSXF 0.5 R,8000
CABLE,WSX0050310,AVSSXF 0.5 R/B,8000
CABLE,WSX0050350,AVSSXF 0.5 R/Y,8000
CABLE,WSX00503A0,AVSSXF 0.5 R/O,8000
CABLE,WSX0050400,AVSSXF 0.5 G,8000
CABLE,WSX0050410,AVSSXF 0.5 G/B,8000
CABLE,WSX00504A0,AVSSXF 0.5 G/O,8000
CABLE,WSX0050500,AVSSXF 0.5 Y,8000
CABLE,WSX0050600,AVSSXF 0.5 BR,8000
CABLE,WSX0050700,AVSSXF 0.5 L,8000
CABLE,WSX0050710,AVSSXF 0.5 L/B,8000
CABLE,WSX0050740,AVSSXF 0.5 L/G,8000
CABLE,WSX0050750,AVSSXF 0.5 L/Y,8000
CABLE,WSX00507A0,AVSSXF 0.5 L/O,8000
CABLE,WSX0050800,AVSSXF 0.5 GR,8000
CABLE,WSX0050810,AVSSXF 0.5 GRB,8000
CABLE,WSX0050A00,AVSSXF 0.5 O,8000
CABLE,WSX0050A10,AVSSXF 0.5 O/B,8000
CABLE,WSX0050F00,AVSSXF 0.5 P,8000
CABLE,WSX0050F10,AVSSXF 0.5 P/B,8000
CABLE,WSX0050F20,AVSSXF 0.5 P/W,8000
CABLE,WSX0075200,AVSSXF 0.75 W,8000
CABLE,WSX0075300,AVSSXF 0.75 R,8000
CABLE,WSX0075400,AVSSXF 0.75 G,8000
CABLE,WSX0075700,AVSSXF 0.75 L,8000
CABLE,WSX0075800,AVSSXF 0.75 GR,8000
CABLE,WSX0085100,AVSSXF 0.85 B,8000
CABLE,WSX00851A0,AVSS-XF 0.85 B/O,8000
CABLE,WSX0085200,AVSSXF 0.85 W,8000
CABLE,WSX0085210,AVSSXF 0.85 W/B,1000
CABLE,WSX0085300,AVSSXF 0.85 R,8000
CABLE,WSX0085310,AVSSXF 0.85 R/B,8000
CABLE,WSX0085400,AVSSXF 0.85 G,8000
CABLE,WSX0085500,AVSSXF 0.85 Y,8000
CABLE,WSX0085700,AVSSXF 0.85 L,7500
CABLE,WSX0085800,AVSSXF 0.85 GR,8000
CABLE,WSX0085A00,AVSSXF 0.85 O,8000
CABLE,WSX0085F00,AVSSXF 0.85 P,8000
CABLE,WSX0125100,AVSSXF 1.25 B,5000
CABLE,WSX0125200,AVSSXF 1.25 W,5000
CABLE,WSX0125300,AVSSXF 1.25 R,5000
CABLE,WSX0125400,AVSSXF 1.25 G,5000
CABLE,WSX0125500,AVSSXF 1.25 Y,5000
CABLE,WSX01255A0,AVSSXF 1.25 Y/O,5000
CABLE,WSX0125600,AVSSXF 1.25 BR,5000
CABLE,WSX0125700,AVSSXF 1.25 L,5000
CABLE,WSX0125800,AVSSXF 1.25 GR,5000
CABLE,WSX0125A00,AVSSXF 1.25 O,5000
CABLE,WSX0125F00,AVSSXF 1.25 P,5000
CABLE,WSX0200100,AVSSXF 2.0 B,3000
CABLE,WSX0200200,AVSSXF 2.0 W,3000
CABLE,WSX0200300,AVSSXF 2.0 R,3000
CABLE,WSX0200400,AVSSXF 2.0 G,3000
CABLE,WSX0200600,AVSS-XF 2.0 Br,3000
CABLE,WSX0200800,AVSS-XF 2.0 GR,3000
CABLE,WSX0250100,AVSSXF 2.5 B,2500
CABLE,WSX0250300,AVSSXF 2.5 R,3000
CABLE,WTP0050100,TWP 0.5 B,1000
CABLE,WTP0050120,TWP 0.5 B/W,1000
CABLE,WTP0050150,TWP 0.5 B/Y,1000
CABLE,WTP0050170,TWP 0.5 B/L,1000
CABLE,WTP0050180,TWP 0.5 B/GR,1000
CABLE,WTP0050280,TWP 0.5 W/GR,1000
CABLE,WTP00502A0,TWP 0.5 W/O,1000
CABLE,WTP00502F0,TWP 0.5 W/P,1000
CABLE,WTP0050400,TWP 0.5 G,1000
CABLE,WTP0050800,TWP 0.5 GR,1000
CABLE,WUS0035600,TXL 125?? J1128 22AWG_Br,1000
CABLE,WUS0080300,TXL 125?? J1128 18AWG_R,1000
CABLE,WUT0035100,EXRAD 150UT J1128 TXL 600V 22AWG_B,15000
CABLE,WUT0035200,EXRAD 150UT J1128 TXL 600V 22AWG_W,15000
CABLE,WUT0035300,EXRAD 150UT J1128 TXL 600V 22AWG_R,15000
CABLE,WUT0035320,EXRAD 150UT J1128TXL600V22AWG_R/W,15000
CABLE,WUT0035400,EXRAD 150UT J1128 TXL 600V 22AWG_G,15000
CABLE,WUT0035420,EXRAD 150UT J1128TXL600V22AWG_G/W,15000
CABLE,WUT0035500,EXRAD 150UT J1128 TXL 600V 22AWG_Y,15000
CABLE,WUT0035600,EXRAD 150UT J1128 TXL 600V 22AWG_Br,15000
CABLE,WUT0035700,EXRAD 150UT J1128 TXL 600V 22AWG_L,15000
CABLE,WUT0035720,EXRAD 150UT J1128TXL600V22AWG_L/W,15000
CABLE,WUT0035800,EXRAD 150UT J1128 TXL 600V 22AWG_Gr,15000
CABLE,WUT0035A00,EXRAD 150UT J1128 TXL 600V 22AWG_O,15000
CABLE,WUT0035C00,EXRAD 150UT J1128 TXL 600V 22AWG_Pp,15000
CABLE,WUT0035C20,15-08349-015 (22/VTW),1
CABLE,WUT0035E00,EXRAD 150UT J1128 TXL 600V 22AWG_T,15000
CABLE,WUT0035F00,EXRAD 150UT J1128 TXL 600V 22AWG_P,15000
CABLE,WUT0035G00,EXRAD 150UT J1128 TXL 600V 22AWG_V,15000
CABLE,WUU0050100,150HVUT J-1128 TXL 600V 20AWG_B,12000
CABLE,WUU0050300,150HVUT J-1128 TXL 600V 20AWG_R,1500
CABLE,WUU0050400,150HVUT J-1128 TXL 600V 20AWG_G,12000
CABLE,WUU0050420,150HVUT J-1128 TXL 600V 20AWG_G/W,12000
CABLE,WUU0050500,150HVUT J-1128 TXL 600V 20AWG_Y,12000
CABLE,WUU0050600,150HVUT J-1128 TXL 600V 20AWG_Br,12000
CABLE,WUU0050700,150HVUT J-1128 TXL 600V 20AWG_L,12000
CABLE,WUU0050800,150HVUT J-1128 TXL 600V 20AWG_Gr,12000
CABLE,WUU0050E00,150HVUT J-1128 TXL 600V 20AWG_T,12000
CABLE,WUU0050F00,150HVUT J-1128 TXL 600V 20AWG_P,10000
CABLE,WUU0085100,150HVUT J-1128 TXL 600V 18AWG_B,10000
CABLE,WUU0085200,150HVUT J-1128 TXL 600V 18AWG_W,10000
CABLE,WUU0085300,150HVUT J-1128 TXL 600V 18AWG_R,10000
CABLE,WUU0085600,150HVUT J-1128 TXL 600V 18AWG_Br,10000
CABLE,WUU0085700,150HVUT J-1128 TXL 600V 18AWG_L,10000
CABLE,WUU0085720,150HVUT J-1128 TXL 600V 18AWG_L/W,10000
CABLE,WUU0085A00,150HVUT J-1128 TXL 600V 18AWG_O,10000
CABLE,WUU0085C00,150HVUT J-1128 TXL 600V 18AWG_Pp,10000
CABLE,WUU0085C20,150HVUT J-1128 TXL 600V 18AWG_PpW,10000
CABLE,WUU0125100,150HVUT J-1128 TXL 600V 16AWG_B,7620
CABLE,WUU0125200,150HVUT J-1128 TXL 600V 16AWG_W,7620
CABLE,WUU0125300,150HVUT J-1128 TXL 600V 16AWG_R,1500
CABLE,WUU0125700,150HVUT J-1128 TXL 600V 16AWG_L,7620
CABLE,WUV0400A00,EXRAD 150UT SAE1654 600V 4mm??_O,1500
CABLE,WUW0035100,TXL-HV 600V 22AWG B,1
CABLE,WUW0080100,TXL-HV 600V 18AWG B,1
CABLE,WUW0100100,TXL-HV 600V 16AWG B,1
CABLE,WVF0300100,AVXF 3.0 B,1800
CABLE,WVF0300200,AVXF 3.0 W,1800
CABLE,WVF0300300,AVXF 3.0 R,1800
CABLE,WVF0500100,AVXF 5.0 B,1000
CABLE,WVF0500200,AVXF 5.0 W,1000
CABLE,WVF0500300,AVXF 5.0 R,1000
CABLE,WVF0500700,AVXF 5.0 L,1000
CABLE,WZA0035100,FLRY-A 0.35 B,15000
CABLE,WZA0035170,FLRY-A 0.35 B/L,9
CABLE,WZA0035200,FLRY-A 0.35 W,15000
CABLE,WZA0035300,FLRY-A 0.35 R,10
CABLE,WZA0035400,FLRY-A 0.35 G,15000
CABLE,WZA0035420,FLRY-A 0.35 G/W,11
CABLE,WZA0035450,FLRY-A 0.35 G/Y,12
CABLE,WZA0035500,FLRY-A 0.35 Y,15000
CABLE,WZA00355G0,FLRY-A 0.35 Y/V,13
CABLE,WZA0035600,FLRY-A 0.35 Br,15000
CABLE,WZA0035640,FLRY-A 0.35 Br/G,1
CABLE,WZA0035700,FLRY-A 0.35 L,14
CABLE,WZA0035800,FLRY-A 0.35 Gr,15
CABLE,WZA0035900,FLRY-A 0.35 LG,16
CABLE,WZA0035A00,FLRY-A 0.35 O,17
CABLE,WZA0035A30,FLRY-A 0.35 OR,18
CABLE,WZA0035F00,FLRY-A 0.35 P,19
CABLE,WZA0035G00,FLRY-A 0.35 V,20
CABLE,WZA0035G80,FLRY-A 0.35 V/Gr,21
CABLE,WZA0035M00,FLRY-A 0.35 Sb,22
CABLE,WZA0050100,FLRY-A 0.5 B,23
CABLE,WZA0050160,FLRY-A 0.5 B/Br,24
CABLE,WZA0050200,FLRY-A 0.5 W,1
CABLE,WZA0050380,FLRY-A 0.5 R/Gr,25
CABLE,WZA00503G0,FLRY-A 0.5 R/V,26
CABLE,WZA0050700,FLRY-A 0.5 L,27
CABLE,WZA0050720,FLRY-A 0.5 L/W,28
CABLE,WZA0050740,FLRY-A 0.5 L/G,29
CABLE,WZA0050760,FLRY-A 0.5 L/Br,30
CABLE,WZA0050780,FLRY-A 0.5 L/Gr,31
CABLE,WZA0050G00,FLRY-A 0.5 V,32
COMPONENTES,ZBOND-002,PFH-31200015,500
COMPONENTES,ZBOND-003,PFH-3(12X8mm),1000
COMPONENTES,ZBOND-004,PFH-2(9X15MM),1000
COMPONENTES,ZGSKT-16910,D4Z24-16910,400
COMPONENTES,ZRUBR-SEAL1,D4Z24-16930,1000
COMPONENTES,ZRUBR-SEAL2,D4Z24-16920,1000
COMPONENTES,ZRUBR-SEAL4,GUC5D3-3,1000
COMPONENTES,ZRUBR-SEAL6,BD-2000,200
COMPONENTES,ZRUBR-SEAL7,MJ59K-GROMT,500
COMPONENTES,ZSNSR-00005,B58101A069A,1600
